"id";"composer";"genre";"order";"cat";"recommend";"title";"search";"date";"suite";"album_count";"nickname";"openopus";"duration";"spotify_loaded"
"BACH00002";"Bach";"Vocal - Cantata";80.0;"BWV 1";"";"Wie schön leuchtet der Morgenstern";"";1725;"";69;"";0;1395011;0
"BACH00003";"Bach";"Vocal - Cantata";80.0;"BWV 2";"";"Ach Gott, vom Himmel sieh darein ";"";1724;"";30;"";0;1047039;0
"BACH00004";"Bach";"Vocal - Cantata";80.0;"BWV 3";"";"Ach Gott, wie manches Herzeleid ";"";1725;"";30;"";0;1322720;0
"BACH00005";"Bach";"Vocal - Cantata";80.0;"BWV 4.2";"";"Christ lag in Todes Banden";"";1724;"";9;"";0;263000;0
"BACH00006";"Bach";"Vocal - Cantata";80.0;"BWV 4.1";"";"Christ lag in Todes Banden";"";1707;"";31;"";0;98000;0
"BACH00007";"Bach";"Vocal - Cantata";80.0;"BWV 5";"";"Wo soll ich fliehen hin";"";1724;"";33;"";0;1323345;0
"BACH00008";"Bach";"Vocal - Cantata";80.0;"BWV 6";"";"Bleib bei uns, denn es will Abend werden ";"";1725;"";55;"";0;1142064;0
"BACH00009";"Bach";"Vocal - Cantata";80.0;"BWV 7";"";"Christ unser Herr zum Jordan kam";"";1724;"";31;"";0;1257343;0
"BACH00010";"Bach";"Vocal - Cantata";80.0;"BWV 8.1";"";"Liebster Gott, wenn werd ich sterben? ";"";1724;"";6;"";0;400773;0
"BACH00011";"Bach";"Vocal - Cantata";80.0;"BWV 8.2";"";"Liebster Gott, wenn werd ich sterben? ";"";1747;"";8;"";0;225400;0
"BACH00012";"Bach";"Vocal - Cantata";80.0;"BWV 9";"";"Es ist das Heil uns kommen her";"";1732;"";31;"";0;1311036;0
"BACH00013";"Bach";"Vocal - Cantata";80.0;"BWV 10";"";"Meine Seel erhebt den Herren a.k.a. German Magnificat";"";1724;"";28;"";0;1153424;0
"BACH00014";"Bach";"Vocal - Cantata";80.0;"BWV 12";"";"Weinen, Klagen, Sorgen, Zagen ";"";1724;"";105;"";0;1474451;0
"BACH00015";"Bach";"Vocal - Cantata";80.0;"BWV 13";"";"Meine Seufzer, meine Tränen ";"";1726;"";26;"";0;1392825;0
"BACH00016";"Bach";"Vocal - Cantata";80.0;"BWV 14";"";"Wär Gott nicht mit uns diese Zeit";"";1735;"";31;"";0;920838;0
"BACH00017";"Bach";"Vocal - Cantata";80.0;"BWV 16";"";"Herr Gott, dich loben wir ";"";1726;"";26;"";0;1094265;0
"BACH00018";"Bach";"Vocal - Cantata";80.0;"BWV 17";"";"Wer Dank opfert, der preiset mich ";"";1726;"";23;"";0;981292;0
"BACH00019";"Bach";"Vocal - Cantata";80.0;"BWV 18.2";"";"Gleichwie der Regen und Schnee vom Himmel fällt";"";1724;"";1;"";0;81000;0
"BACH00020";"Bach";"Vocal - Cantata";80.0;"BWV 18.1";"";"Gleichwie der Regen und Schnee vom Himmel fällt";"";1715;"";2;"";0;185500;0
"BACH00021";"Bach";"Vocal - Cantata";80.0;"BWV 19";"";"Es erhub sich ein Streit";"";1726;"";38;"";0;1187890;0
"BACH00022";"Bach";"Vocal - Cantata";80.0;"BWV 20";"";"O Ewigkeit, du Donnerwort ";"";1724;"";49;"";0;1547196;0
"BACH00023";"Bach";"Vocal - Cantata";80.0;"BWV 21.1";"";"Ich hatte viel Bekümmernis";"";1713;"";3;"";0;176146;0
"BACH00024";"Bach";"Vocal - Cantata";80.0;"BWV 21.2";"";"Ich hatte viel Bekümmernis";"";1720;"";0;"";0;0;0
"BACH00025";"Bach";"Vocal - Cantata";80.0;"BWV 21.3";"";"Ich hatte viel Bekümmernis";"";1723;"";0;"";0;0;0
"BACH00026";"Bach";"Vocal - Cantata";80.0;"BWV 22";"";"Jesus nahm zu sich die Zwölfe";"";1723;"";88;"";0;999000;0
"BACH00027";"Bach";"Vocal - Cantata";80.0;"BWV 23.1";"";"Du wahrer Gott und Davids Sohn";"";1723;"";2;"";0;350760;0
"BACH00028";"Bach";"Vocal - Cantata";80.0;"BWV 23.2";"";"Du wahrer Gott und Davids Sohn";"";1723;"";2;"";0;80240;0
"BACH00029";"Bach";"Vocal - Cantata";80.0;"BWV 23.3";"";"Du wahrer Gott und Davids Sohn";"";1730;"";2;"";0;222586;0
"BACH00030";"Bach";"Vocal - Cantata";80.0;"BWV 24";"";"Ein ungefärbt Gemüte";"";1723;"";20;"";0;1019744;0
"BACH00031";"Bach";"Vocal - Cantata";80.0;"BWV 25";"";"Es ist nichts Gesundes an meinem Leibe";"";1723;"";26;"";0;937225;0
"BACH00032";"Bach";"Vocal - Cantata";80.0;"BWV 26";"";"Ach wie flüchtig, ach wie nichtig ";"";1724;"";49;"";0;916559;0
"BACH00033";"Bach";"Vocal - Cantata";80.0;"BWV 27";"";"Wer weiß, wie nahe mir mein Ende? ";"";1726;"";36;"";0;934437;0
"BACH00034";"Bach";"Vocal - Cantata";80.0;"BWV 28";"";"Gottlob! nun geht das Jahr zu Ende";"";1725;"";46;"";0;931998;0
"BACH00036";"Bach";"Vocal - Cantata";80.0;"BWV 29";"1";"Wir danken dir, Gott, wir danken dir ";"";1731;"";236;"";0;1365397;0
"BACH00037";"Bach";"Vocal - Cantata";80.0;"BWV 30.2";"";"Freue dich, erlöste Schar ";"";1738;"";1;"";0;0;0
"BACH00038";"Bach";"Vocal - Cantata";80.0;"BWV 30.1";"";"Angenehmes Wiederau";"";1737;"";0;"";0;0;0
"BACH00039";"Bach";"Vocal - Cantata";80.0;"BWV 31.2";"";"Der Himmel lacht! Die Erde jubilieret";"";1724;"";4;"";0;239750;0
"BACH00040";"Bach";"Vocal - Cantata";80.0;"BWV 31.1";"";"Der Himmel lacht! Die Erde jubilieret";"";1715;"";7;"";0;154493;0
"BACH00041";"Bach";"Vocal - Cantata";80.0;"BWV 32";"";"Liebster Jesu, mein Verlangen ";"";1726;"";35;"";0;1375319;0
"BACH00042";"Bach";"Vocal - Cantata";80.0;"BWV 33";"";"Allein zu dir, Herr Jesu Christ ";"";1724;"";29;"";0;1260972;0
"BACH00043";"Bach";"Vocal - Cantata";80.0;"BWV 34.1";"";"O ewiges Feuer, o Ursprung der Liebe ";"";1727;"";3;"";0;459244;0
"BACH00044";"Bach";"Vocal - Cantata";80.0;"BWV 34.2";"";"O ewiges Feuer, o Ursprung der Liebe ";"";1727;"";2;"";0;43250;0
"BACH00045";"Bach";"Vocal - Cantata";80.0;"BWV 35";"";"Geist und Seele wird verwirret";"";1726;"";65;"";0;1567704;0
"BACH00046";"Bach";"Vocal - Cantata";80.0;"BWV 36.4";"";"Schwingt freudig euch empor";"";1728;"";1;"";0;83493;0
"BACH00047";"Bach";"Vocal - Cantata";80.0;"BWV 36.5";"";"Schwingt freudig euch empor";"";1731;"";1;"";0;216333;0
"BACH00048";"Bach";"Vocal - Cantata";80.0;"BWV 36.2";"";"Steigt freudig in die Luft";"";1726;"";1;"";0;213506;0
"BACH00049";"Bach";"Vocal - Cantata";80.0;"BWV 36.3";"";"Die Freude reget sich";"";1735;"";0;"";0;0;0
"BACH00050";"Bach";"Vocal - Cantata";80.0;"BWV 36.1";"";"Schwingt freudig euch empor";"";1725;"";1;"";0;241000;0
"BACH00051";"Bach";"Vocal - Cantata";80.0;"BWV 37";"";"Wer da gläubet und getauft wird";"";1724;"";32;"";0;913000;0
"BACH00052";"Bach";"Vocal - Cantata";80.0;"BWV 38";"";"Aus tiefer Not schrei ich zu dir";"";1724;"";51;"";0;1013879;0
"BACH00053";"Bach";"Vocal - Cantata";80.0;"BWV 39";"";"Brich dem Hungrigen dein Brot";"";1726;"";30;"";0;1267972;0
"BACH00054";"Bach";"Vocal - Cantata";80.0;"BWV 40";"";"Darzu ist erschienen der Sohn Gottes";"";1723;"";28;"";0;879411;0
"BACH00055";"Bach";"Vocal - Cantata";80.0;"BWV 41";"";"Jesu, nun sei gepreiset ";"";1725;"";32;"";0;1518357;0
"BACH00056";"Bach";"Vocal - Cantata";80.0;"BWV 42";"";"Am Abend aber desselbigen Sabbats";"";1725;"";51;"";0;1743917;0
"BACH00057";"Bach";"Vocal - Cantata";80.0;"BWV 43";"";"Gott fähret auf mit Jauchzen";"";1726;"";34;"";0;1219876;0
"BACH00058";"Bach";"Vocal - Cantata";80.0;"BWV 44";"";"Sie werden euch in den Bann tun";"";1724;"";25;"";0;1009357;0
"BACH00059";"Bach";"Vocal - Cantata";80.0;"BWV 45";"";"Es ist dir gesagt, Mensch, was gut ist ";"";1726;"";35;"";0;1088123;0
"BACH00060";"Bach";"Vocal - Cantata";80.0;"BWV 46";"";"Schauet doch und sehet, ob irgend ein Schmerz sei ";"";1723;"";16;"";0;1102371;0
"BACH00061";"Bach";"Vocal - Cantata";80.0;"BWV 47";"";"Wer sich selbst erhöhet, der soll erniedriget werden ";"";1726;"";21;"";0;1307384;0
"BACH00062";"Bach";"Vocal - Cantata";80.0;"BWV 48";"";"Ich elender Mensch, wer wird mich erlösen ";"";1723;"";19;"";0;881744;0
"BACH00063";"Bach";"Vocal - Cantata";80.0;"BWV 49";"";"Ich geh und suche mit Verlangen";"";1726;"";45;"";0;1505332;0
"BACH00064";"Bach";"Vocal - Cantata";80.0;"BWV 50";"";"Nun ist das Heil und die Kraft";"";1726;"";27;"";0;244040;0
"BACH00065";"Bach";"Vocal - Cantata";80.0;"BWV 51";"1";"Jauchzet Gott in allen Landen";"";1730;"";226;"";0;1007345;0
"BACH00066";"Bach";"Vocal - Cantata";80.0;"BWV 52";"";"Falsche Welt, dir trau ich nicht ";"";1726;"";23;"";0;902598;0
"BACH00067";"Bach";"Vocal - Cantata";80.0;"BWV 54";"";"Widerstehe doch der Sünde";"";1716;"";156;"";0;673480;0
"BACH00068";"Bach";"Vocal - Cantata";80.0;"BWV 55";"";"Ich armer Mensch, ich Sündenknecht ";"";1726;"";40;"";0;881664;0
"BACH00069";"Bach";"Vocal - Cantata";80.0;"BWV 56";"";"Ich will den Kreuzstab gerne tragen";"";1726;"";83;"";0;1309419;0
"BACH00070";"Bach";"Vocal - Cantata";80.0;"BWV 57";"";"Selig ist der Mann";"";1725;"";32;"";0;1386090;0
"BACH00071";"Bach";"Vocal - Cantata";80.0;"BWV 58.2";"";"Ach Gott, wie manches Herzeleid ";"";1734;"";3;"";0;100000;0
"BACH00072";"Bach";"Vocal - Cantata";80.0;"BWV 58.1";"";"Ach Gott, wie manches Herzeleid ";"";1727;"";3;"";0;301000;0
"BACH00073";"Bach";"Vocal - Cantata";80.0;"BWV 59";"";"Wer mich liebet, der wird mein Wort halten ";"";1724;"";40;"";0;705976;0
"BACH00074";"Bach";"Vocal - Cantata";80.0;"BWV 60";"";"O Ewigkeit, du Donnerwort ";"";1723;"";28;"";0;964718;0
"BACH00075";"Bach";"Vocal - Cantata";80.0;"BWV 61";"";"Nun komm, der Heiden Heiland ";"";1714;"";87;"";0;1104999;0
"BACH00076";"Bach";"Vocal - Cantata";80.0;"BWV 62";"";"Nun komm, der Heiden Heiland ";"";1724;"";84;"";0;1107000;0
"BACH00077";"Bach";"Vocal - Cantata";80.0;"BWV 63";"";"Christen, ätzet diesen Tag ";"";1714;"";51;"";0;1781998;0
"BACH00078";"Bach";"Vocal - Cantata";80.0;"BWV 64";"";"Sehet, welch eine Liebe hat uns der Vater erzeiget ";"";1723;"";35;"";0;1162451;0
"BACH00079";"Bach";"Vocal - Cantata";80.0;"BWV 65";"";"Sie werden aus Saba alle kommen";"";1724;"";46;"";0;926999;0
"BACH00080";"Bach";"Vocal - Cantata";80.0;"BWV 66.2";"";"Erfreut euch, ihr Herzen ";"";1724;"";2;"";0;35266;0
"BACH00081";"Bach";"Vocal - Cantata";80.0;"BWV 66.1";"";"Der Himmel dacht auf Anhalts Ruhm und Glück";"";1718;"";4;"";0;582600;0
"BACH00082";"Bach";"Vocal - Cantata";80.0;"BWV 67";"";"Halt im Gedächtnis Jesum Christ";"";1724;"";47;"";0;849211;0
"BACH00083";"Bach";"Vocal - Cantata";80.0;"BWV 68";"";"Also hat Gott die Welt geliebt";"";1725;"";68;"";0;952972;0
"BACH00084";"Bach";"Vocal - Cantata";80.0;"BWV 69.2";"";"Lobe den Herrn, meine Seele ";"";1748;"";0;"";0;0;0
"BACH00085";"Bach";"Vocal - Cantata";80.0;"BWV 69.1";"";"Lobe den Herrn, meine Seele ";"";1723;"";0;"";0;0;0
"BACH00086";"Bach";"Vocal - Cantata";80.0;"BWV 70.2";"";"Wachet! Betet! Betet! Wachet!";"";1723;"";0;"";0;0;0
"BACH00087";"Bach";"Vocal - Cantata";80.0;"BWV 70.1";"";"Wachet! Betet! Betet! Wachet!";"";1716;"";0;"";0;0;0
"BACH00088";"Bach";"Vocal - Cantata";80.0;"BWV 71";"";"Gott ist mein König";"";1708;"";27;"";0;1104183;0
"BACH00089";"Bach";"Vocal - Cantata";80.0;"BWV 72";"";"Alles nur nach Gottes Willen";"";1726;"";36;"";0;901695;0
"BACH00090";"Bach";"Vocal - Cantata";80.0;"BWV 73";"";"Herr, wie du willt, so schicks mit mir ";"";1724;"";34;"";0;782357;0
"BACH00091";"Bach";"Vocal - Cantata";80.0;"BWV 74";"";"Wer mich liebet, der wird mein Wort halten ";"";1725;"";40;"";0;1232968;0
"BACH00092";"Bach";"Vocal - Cantata";80.0;"BWV 75";"";"Die Elenden sollen essen";"";1723;"";57;"";0;1796890;0
"BACH00093";"Bach";"Vocal - Cantata";80.0;"BWV 76";"";"Die Himmel erzählen die Ehre Gottes";"";1723;"";41;"";0;1888223;0
"BACH00094";"Bach";"Vocal - Cantata";80.0;"BWV 77";"";"Du sollt Gott, deinen Herren, lieben ";"";1723;"";24;"";0;870500;0
"BACH00095";"Bach";"Vocal - Cantata";80.0;"BWV 78";"";"Jesu, der du meine Seele ";"";1724;"";87;"";0;1391729;0
"BACH00096";"Bach";"Vocal - Cantata";80.0;"BWV 79";"";"Gott der Herr ist Sonn und Schild";"";1725;"";53;"";0;895464;0
"BACH00097";"Bach";"Vocal - Cantata";80.0;"BWV 80.3";"";"Ein feste Burg ist unser Gott";"";1729;"";2;"";0;123040;0
"BACH00098";"Bach";"Vocal - Cantata";80.0;"BWV 80.1";"";"Alles, was von Gott geboren ";"";1715;"";1;"";0;376360;0
"BACH00099";"Bach";"Vocal - Cantata";80.0;"BWV 80.2";"";"Ein feste Burg ist unser Gott";"";1723;"";2;"";0;243400;0
"BACH00100";"Bach";"Vocal - Cantata";80.0;"BWV 81";"";"Jesus schläft, was soll ich hoffen? ";"";1724;"";42;"";0;1036625;0
"BACH00101";"Bach";"Vocal - Cantata";80.0;"BWV 82.1";"";"Ich habe genug";"";1727;"";32;"";0;497200;0
"BACH00102";"Bach";"Vocal - Cantata";80.0;"BWV 82.2";"";"Ich habe genug";"";1731;"";24;"";0;102506;0
"BACH00105";"Bach";"Vocal - Cantata";80.0;"BWV 82.3";"";"Ich habe genug";"";1735;"";28;"";0;604906;0
"BACH00106";"Bach";"Vocal - Cantata";80.0;"BWV 82.4";"";"Ich habe genug";"";1747;"";18;"";0;71000;0
"BACH00107";"Bach";"Vocal - Cantata";80.0;"BWV 83";"";"Erfreute Zeit im neuen Bunde";"";1724;"";17;"";0;1142399;0
"BACH00108";"Bach";"Vocal - Cantata";80.0;"BWV 84";"";"Ich bin vergnügt mit meinem Glücke";"";1727;"";35;"";0;845994;0
"BACH00109";"Bach";"Vocal - Cantata";80.0;"BWV 85";"";"Ich bin ein guter Hirt";"";1725;"";35;"";0;1027597;0
"BACH00110";"Bach";"Vocal - Cantata";80.0;"BWV 86";"";"Wahrlich, wahrlich, ich sage euch ";"";1724;"";17;"";0;822971;0
"BACH00111";"Bach";"Vocal - Cantata";80.0;"BWV 87";"";"Bisher habt ihr nichts gebeten in meinem Namen";"";1725;"";22;"";0;1158704;0
"BACH00112";"Bach";"Vocal - Cantata";80.0;"BWV 88";"";"Siehe, ich will viel Fischer aussenden ";"";1726;"";22;"";0;1159811;0
"BACH00113";"Bach";"Vocal - Cantata";80.0;"BWV 89";"";"Was soll ich aus dir machen, Ephraim? ";"";1723;"";23;"";0;722557;0
"BACH00114";"Bach";"Vocal - Cantata";80.0;"BWV 90";"";"Es reißet euch ein schrecklich Ende";"";1723;"";24;"";0;797411;0
"BACH00115";"Bach";"Vocal - Cantata";80.0;"BWV 91.2";"";"Gelobet seist du, Jesu Christ ";"";1740;"";1;"";0;102000;0
"BACH00116";"Bach";"Vocal - Cantata";80.0;"BWV 91.1";"";"Gelobet seist du, Jesu Christ ";"";1724;"";2;"";0;98400;0
"BACH00117";"Bach";"Vocal - Cantata";80.0;"BWV 92";"";"Ich hab in Gottes Herz und Sinn";"";1725;"";24;"";0;1791597;0
"BACH00118";"Bach";"Vocal - Cantata";80.0;"BWV 93";"";"Wer nur den lieben Gott läßt walten";"";1724;"";45;"";0;1194000;0
"BACH00119";"Bach";"Vocal - Cantata";80.0;"BWV 94";"";"Was frag ich nach der Welt";"";1724;"";31;"";0;1638000;0
"BACH00120";"Bach";"Vocal - Cantata";80.0;"BWV 95";"";"Christus, der ist mein Leben ";"";1723;"";34;"";0;1107157;0
"BACH00121";"Bach";"Vocal - Cantata";80.0;"BWV 96";"";"Herr Christ, der einge Gottessohn ";"";1724;"";29;"";0;1034892;0
"BACH00122";"Bach";"Vocal - Cantata";80.0;"BWV 97";"";"In allen meinen Taten";"";1735;"";28;"";0;1617331;0
"BACH00123";"Bach";"Vocal - Cantata";80.0;"BWV 98";"";"Was Gott tut, das ist wohlgetan ";"";1726;"";24;"";0;778772;0
"BACH00124";"Bach";"Vocal - Cantata";80.0;"BWV 99";"";"Was Gott tut, das ist wohlgetan ";"";1724;"";34;"";0;1039452;0
"BACH00125";"Bach";"Vocal - Cantata";80.0;"BWV 100";"";"Was Gott tut, das ist wohlgetan";"";1734;"";35;"";0;1262104;0
"BACH00126";"Bach";"Vocal - Cantata";80.0;"BWV 101";"";"Nimm von uns, Herr, du treuer Gott ";"";1724;"";28;"";0;1599896;0
"BACH00127";"Bach";"Vocal - Cantata";80.0;"BWV 102";"";"Herr, deine Augen sehen nach dem Glauben ";"";1726;"";34;"";0;1313891;0
"BACH00128";"Bach";"Vocal - Cantata";80.0;"BWV 103";"";"Ihr werdet weinen und heulen";"";1728;"";28;"";0;888411;0
"BACH00129";"Bach";"Vocal - Cantata";80.0;"BWV 104";"";"Du Hirte Israel, höre ";"";1724;"";25;"";0;1118532;0
"BACH00130";"Bach";"Vocal - Cantata";80.0;"BWV 105";"";"Herr, gehe nicht ins Gericht mit deinem Knecht ";"";1723;"";40;"";0;1324038;0
"BACH00131";"Bach";"Vocal - Cantata";80.0;"BWV 106";"1";"Gottes Zeit ist die allerbeste Zeit";"";1708;"";271;"";0;1267905;0
"BACH00132";"Bach";"Vocal - Cantata";80.0;"BWV 107";"";"Was willst du dich betrüben";"";1724;"";27;"";0;1017598;0
"BACH00133";"Bach";"Vocal - Cantata";80.0;"BWV 108";"";"Es ist euch gut, daß ich hingehe ";"";1725;"";37;"";0;1014000;0
"BACH00134";"Bach";"Vocal - Cantata";80.0;"BWV 109";"";"Ich glaube, lieber Herr, hilf meinem Unglauben ";"";1723;"";17;"";0;1331357;0
"BACH00135";"Bach";"Vocal - Cantata";80.0;"BWV 110";"";"Unser Mund sei voll Lachens";"";1725;"";45;"";0;1350357;0
"BACH00136";"Bach";"Vocal - Cantata";80.0;"BWV 111";"";"Was mein Gott will, das g'scheh allzeit ";"";1725;"";24;"";0;1012599;0
"BACH00137";"Bach";"Vocal - Cantata";80.0;"BWV 112";"";"Der Herr ist mein getreuer Hirt";"";1731;"";26;"";0;772701;0
"BACH00138";"Bach";"Vocal - Cantata";80.0;"BWV 113";"";"Herr Jesu Christ, du höchstes Gut ";"";1724;"";27;"";0;1495250;0
"BACH00139";"Bach";"Vocal - Cantata";80.0;"BWV 114";"";"Ach, lieben Christen, seid getrost ";"";1724;"";28;"";0;1399389;0
"BACH00140";"Bach";"Vocal - Cantata";80.0;"BWV 115";"";"Mache dich, mein Geist, bereit ";"";1724;"";47;"";0;1343598;0
"BACH00141";"Bach";"Vocal - Cantata";80.0;"BWV 116";"";"Du Friedefürst, Herr Jesu Christ ";"";1724;"";23;"";0;927958;0
"BACH00142";"Bach";"Vocal - Cantata";80.0;"BWV 117";"";"Sei Lob und Ehr dem höchsten Gut";"";1730;"";25;"";0;1188117;0
"BACH00143";"Bach";"Vocal - Cantata";80.0;"BWV 119";"";"Preise, Jerusalem, den Herrn ";"";1723;"";33;"";0;1362076;0
"BACH00144";"Bach";"Vocal - Cantata";80.0;"BWV 120.1";"";"Gott, man lobet dich in der Stille ";"";1729;"";2;"";0;318666;0
"BACH00145";"Bach";"Vocal - Cantata";80.0;"BWV 120.2";"";"Herr Gott, Beherrscher aller Dinge ";"";1729;"";2;"";0;384066;0
"BACH00146";"Bach";"Vocal - Cantata";80.0;"BWV 120.3";"";"Gott, man lobet dich in der Stille ";"";1730;"";2;"";0;74250;0
"BACH00147";"Bach";"Vocal - Cantata";80.0;"BWV 121";"";"Christum wir sollen loben schon";"";1724;"";54;"";0;1173664;0
"BACH00148";"Bach";"Vocal - Cantata";80.0;"BWV 122";"";"Das neugeborne Kindelein";"";1724;"";40;"";0;812692;0
"BACH00149";"Bach";"Vocal - Cantata";80.0;"BWV 123";"";"Liebster Immanuel, Herzog der Frommen ";"";1725;"";24;"";0;1107771;0
"BACH00150";"Bach";"Vocal - Cantata";80.0;"BWV 124";"";"Meinen Jesum laß ich nicht";"";1725;"";27;"";0;871132;0
"BACH00151";"Bach";"Vocal - Cantata";80.0;"BWV 125";"";"Mit Fried und Freud ich fahr dahin";"";1725;"";33;"";0;1397731;0
"BACH00152";"Bach";"Vocal - Cantata";80.0;"BWV 126";"";"Erhalt uns, Herr, bei deinem Wort ";"";1725;"";25;"";0;1006278;0
"BACH00153";"Bach";"Vocal - Cantata";80.0;"BWV 127";"";"Herr Jesu Christ, wahr' Mensch und Gott ";"";1725;"";49;"";0;1201478;0
"BACH00155";"Bach";"Vocal - Cantata";80.0;"BWV 128";"";"Auf Christi Himmelfahrt allein";"";1725;"";22;"";0;922464;0
"BACH00156";"Bach";"Vocal - Cantata";80.0;"BWV 129";"";"Gelobet sei der Herr, mein Gott ";"";1727;"";73;"";0;901413;0
"BACH00157";"Bach";"Vocal - Cantata";80.0;"BWV 130.1";"";"Herr Gott, dich loben alle wir ";"";1724;"";2;"";0;223253;0
"BACH00158";"Bach";"Vocal - Cantata";80.0;"BWV 130.2";"";"Herr Gott, dich loben alle wir ";"";1734;"";2;"";0;71946;0
"BACH00159";"Bach";"Vocal - Cantata";80.0;"BWV 131";"";"Aus der Tiefen rufe ich, Herr, zu dir";"";1708;"";32;"";0;1414852;0
"BACH00160";"Bach";"Vocal - Cantata";80.0;"BWV 132";"";"Bereitet die Wege, bereitet die Bahn ";"";1715;"";37;"";0;1285999;0
"BACH00161";"Bach";"Vocal - Cantata";80.0;"BWV 133";"";"Ich freue mich in dir";"";1724;"";63;"";0;1124999;0
"BACH00162";"Bach";"Vocal - Cantata";80.0;"BWV 134.3";"";"Ein Herz, das seinen Jesum lebend weiß ";"";1733;"";1;"";0;138000;0
"BACH00163";"Bach";"Vocal - Cantata";80.0;"BWV 134.2";"";"Ein Herz, das seinen Jesum lebend weiß ";"";1724;"";1;"";0;386000;0
"BACH00164";"Bach";"Vocal - Cantata";80.0;"BWV 134.1";"";"Die Zeit, die Tag und Jahre macht ";"";1719;"";0;"";0;0;0
"BACH00165";"Bach";"Vocal - Cantata";80.0;"BWV 135";"";"Ach Herr, mich armen Sünder ";"";1724;"";22;"";0;573305;0
"BACH00166";"Bach";"Vocal - Cantata";80.0;"BWV 136";"";"Erforsche mich, Gott, und erfahre mein Herz ";"";1723;"";24;"";0;908998;0
"BACH00167";"Bach";"Vocal - Cantata";80.0;"BWV 137";"";"Lobe den Herren, den mächtigen König der Ehren ";"";1725;"";95;"";0;747772;0
"BACH00168";"Bach";"Vocal - Cantata";80.0;"BWV 138";"";"Warum betrübst du dich, mein Herz ";"";1723;"";19;"";0;1034826;0
"BACH00169";"Bach";"Vocal - Cantata";80.0;"BWV 139";"";"Wohl dem, der sich auf seinen Gott ";"";1724;"";22;"";0;1007545;0
"BACH00170";"Bach";"Vocal - Cantata";80.0;"BWV 140";"1";"Wachet auf, ruft uns die Stimme ";"";1731;"";426;"";0;1883837;0
"BACH00171";"Bach";"Vocal - Cantata";80.0;"BWV 143";"";"Lobe den Herrn, meine Seele ";"";1724;"";32;"";0;734760;0
"BACH00172";"Bach";"Vocal - Cantata";80.0;"BWV 144";"";"Nimm, was dein ist, und gehe hin ";"";1724;"";28;"";0;796571;0
"BACH00173";"Bach";"Vocal - Cantata";80.0;"BWV 145";"";"Ich lebe, mein Herze, zu deinem Ergötzen ";"";1729;"";19;"";0;572625;0
"BACH00174";"Bach";"Vocal - Cantata";80.0;"BWV 146";"";"Wir müssen durch viel Trübsal";"";1726;"";50;"";0;2312719;0
"BACH00175";"Bach";"Vocal - Cantata";80.0;"BWV 147.2";"";"Herz und Mund und Tat und Leben";"";1723;"";2;"";0;97866;0
"BACH00176";"Bach";"Vocal - Cantata";80.0;"BWV 147.1";"";"Herz und Mund und Tat und Leben";"";1716;"";2;"";0;251640;0
"BACH00177";"Bach";"Vocal - Cantata";80.0;"BWV 148";"";"Bringet dem Herrn Ehre seines Namens";"";1723;"";26;"";0;873572;0
"BACH00178";"Bach";"Vocal - Cantata";80.0;"BWV 149";"";"Man singet mit Freuden vom Sieg";"";1729;"";21;"";0;1074425;0
"BACH00180";"Bach";"Vocal - Cantata";80.0;"BWV 150";"";"Nach dir, Herr, verlanget mich ";"";1707;"";87;"";0;882917;0
"BACH00181";"Bach";"Vocal - Cantata";80.0;"BWV 151";"";"Süßer Trost, mein Jesus kömmt ";"";1725;"";39;"";0;1031597;0
"BACH00182";"Bach";"Vocal - Cantata";80.0;"BWV 152";"";"Tritt auf die Glaubensbahn";"";1714;"";28;"";0;1080744;0
"BACH00183";"Bach";"Vocal - Cantata";80.0;"BWV 153";"";"Schau, lieber Gott, wie meine Feind ";"";1724;"";22;"";0;790889;0
"BACH00184";"Bach";"Vocal - Cantata";80.0;"BWV 154";"";"Mein liebster Jesus ist verloren";"";1724;"";16;"";0;896958;0
"BACH00185";"Bach";"Vocal - Cantata";80.0;"BWV 155";"";"Mein Gott, wie lang, ach lange? ";"";1716;"";20;"";0;792398;0
"BACH00186";"Bach";"Vocal - Cantata";80.0;"BWV 156";"1";"Ich steh mit einem Fuß im Grabe";"";1729;"";243;"";0;1020064;0
"BACH00187";"Bach";"Vocal - Cantata";80.0;"BWV 157.2";"";"Ich lasse dich nicht, du segnest mich denn ";"";1727;"";2;"";0;358413;0
"BACH00188";"Bach";"Vocal - Cantata";80.0;"BWV 157.1";"";"Ich lasse dich nicht, du segnest mich denn ";"";1727;"";2;"";0;247750;0
"BACH00189";"Bach";"Vocal - Cantata";80.0;"BWV 158";"";"Der Friede sei mit dir";"";1728;"";54;"";0;701000;0
"BACH00190";"Bach";"Vocal - Cantata";80.0;"BWV 159";"";"Sehet, wir gehn hinauf gen Jerusalem ";"";1729;"";37;"";0;1016051;0
"BACH00191";"Bach";"Vocal - Cantata";80.0;"BWV 161";"";"Komm, du süße Todesstunde ";"";1716;"";43;"";0;1297665;0
"BACH00193";"Bach";"Vocal - Cantata";80.0;"BWV 162.1";"";"Ach! ich sehe, itzt, da ich zur Hochzeit gehe ";"";1716;"";3;"";0;236880;0
"BACH00194";"Bach";"Vocal - Cantata";80.0;"BWV 162.2";"";"Ach! ich sehe, itzt, da ich zur Hochzeit gehe ";"";1723;"";1;"";0;102750;0
