"id";"composer";"genre";"order";"cat";"recommend";"title";"search";"date";"suite";"album_count";"nickname";"openopus";"duration";"spotify_loaded"
"HAYDN00269";"Haydn";"Chamber - Divertimento 3 part";4.0;"Hob.IV:2";"";"London Trio No. 2 in G major";"";1794;"";8;"";0;418733;0
"HAYDN00270";"Haydn";"Chamber - Divertimento 3 part";4.0;"Hob.IV:3";"";"London Trio No. 3 in G major";"";1794;"";8;"";0;752720;0
"HAYDN00271";"Haydn";"Chamber - Divertimento 3 part";4.0;"Hob.IV:4";"";"London Trio No. 4 in G major";"";1794;"";6;"";0;284640;0
"HAYDN00272";"Haydn";"Chamber - Divertimento 3 part";4.0;"Hob.IV:5";"";"Divertimento in E-flat major";"";1767;"";11;"";0;565866;0
"HAYDN00273";"Haydn";"Chamber - Divertimento 3 part";4.0;"Hob.IV:6";"";"Divertimento in D major";"";1784;"";4;"";0;931495;0
"HAYDN00274";"Haydn";"Chamber - Divertimento 3 part";4.0;"Hob.IV:7";"";"Divertimento in G major";"";1784;"";6;"";0;630292;0
"HAYDN00275";"Haydn";"Chamber - Divertimento 3 part";4.0;"Hob.IV:8";"";"Divertimento in C major";"";1784;"";3;"";0;467572;0
"HAYDN00276";"Haydn";"Chamber - Divertimento 3 part";4.0;"Hob.IV:9";"";"Divertimento in G major";"";1784;"";3;"";0;357532;0
"HAYDN00277";"Haydn";"Chamber - Divertimento 3 part";4.0;"Hob.IV:10";"";"Divertimento in A major";"";1784;"";3;"";0;509426;0
"HAYDN00278";"Haydn";"Chamber - Divertimento 3 part";4.0;"Hob.IV:11";"";"Divertimento in D major";"";1784;"";6;"";0;436999;0
"HAYDN00279";"Haydn";"Chamber - Dance";9.0;"Hob.IX:1";"";"12 Minuets";"";1760;"";0;"";0;0;0
"HAYDN00280";"Haydn";"Chamber - Dance";9.0;"Hob.IX:2";"";"6 Minuets";"";1766;"";0;"";0;0;0
"HAYDN00281";"Haydn";"Chamber - Dance";9.0;"Hob.IX:3";"";"16 Minuets";"";1767;"";2;"";0;131665;0
"HAYDN00282";"Haydn";"Chamber - Dance";9.0;"Hob.IX:4";"";"12 Minuets";"";1766;"";0;"";0;0;0
"HAYDN00283";"Haydn";"Chamber - Dance";9.0;"Hob.IX:5";"";"6 Minuets";"";1766;"";0;"";0;0;0
"HAYDN00284";"Haydn";"Chamber - Dance";9.0;"Hob.IX:6";"";"12 Minuets";"";1776;"";0;"";0;0;0
"HAYDN00285";"Haydn";"Chamber - Dance";9.0;"Hob.IX:7";"";"14 Minuets";"";1784;"";1;"";0;303026;0
"HAYDN00286";"Haydn";"Chamber - Dance";9.0;"Hob.IX:8";"";"12 Minuets";"";1785;"";11;"";0;956506;0
"HAYDN00287";"Haydn";"Chamber - Dance";9.0;"Hob.IX:9";"";"6 German Dances";"";1787;"";0;"";0;0;0
"HAYDN00288";"Haydn";"Chamber - Dance";9.0;"Hob.IX:9a";"";"6 Minuets";"";1787;"";0;"";0;0;0
"HAYDN00289";"Haydn";"Chamber - Dance";9.0;"Hob.IX:9b";"";"12 German Dances";"";1787;"";0;"";0;0;0
"HAYDN00290";"Haydn";"Chamber - Dance";9.0;"Hob.IX:9c";"";"12 Minuets";"";1784;"";0;"";0;0;0
"HAYDN00291";"Haydn";"Chamber - Dance";9.0;"Hob.IX:10";"";"12 German Dances";"";1793;"";1;"";0;789863;0
"HAYDN00292";"Haydn";"Chamber - Dance";9.0;"Hob.IX:11";"";"12 Minuets";"";1792;"";4;"";0;1475329;0
"HAYDN00293";"Haydn";"Chamber - Dance";9.0;"Hob.IX:12";"";"12 German Dances";"";1792;"";16;"";0;519480;0
"HAYDN00294";"Haydn";"Chamber - Dance";9.0;"Hob.IX:13";"";"12 German Dances";"";1792;"";0;"";0;0;0
"HAYDN00295";"Haydn";"Chamber - Dance";9.0;"Hob.IX:14";"";"13 Minuets";"";1792;"";0;"";0;0;0
"HAYDN00296";"Haydn";"Chamber - Dance";9.0;"Hob.IX:15";"";"6 Minuets";"";1792;"";0;"";0;0;0
"HAYDN00297";"Haydn";"Chamber - Dance";9.0;"Hob.IX:16";"";"24 Minuets";"";1792;"";18;"";0;3467826;0
"HAYDN00298";"Haydn";"Chamber - Dance";9.0;"Hob.IX:17";"";"17 German Dances";"";1792;"";0;"";0;0;0
"HAYDN00299";"Haydn";"Chamber - Dance";9.0;"Hob.IX:18";"";"9 Minuets";"";1792;"";0;"";0;0;0
"HAYDN00300";"Haydn";"Chamber - Dance";9.0;"Hob.IX:19";"";"13 Minuets";"";1792;"";0;"";0;0;0
"HAYDN00301";"Haydn";"Chamber - Dance";9.0;"Hob.IX:20";"";"18 Minuets";"";1792;"";1;"";0;1642120;0
"HAYDN00302";"Haydn";"Chamber - Dance";9.0;"Hob.IX:21";"";"21 Minuets";"";1792;"";0;"";0;0;0
"HAYDN00303";"Haydn";"Chamber - Dance";9.0;"Hob.IX:22";"";"10 Minuets";"";1792;"";3;"";0;518933;0
"HAYDN00304";"Haydn";"Chamber - Dance";9.0;"Hob.IX:23";"";"Minuet in G major";"";1792;"";0;"";0;0;0
"HAYDN00305";"Haydn";"Chamber - Dance";9.0;"Hob.IX:24";"";"Minuet in C major";"";1792;"";1;"";0;556600;0
"HAYDN00306";"Haydn";"Chamber - Dance";9.0;"Hob.IX:25";"";"Minuet in F major";"";1775;"";1;"";0;516439;0
"HAYDN00307";"Haydn";"Chamber - Dance";9.0;"Hob.IX:26";"";"Minuet in F-sharp major";"";1775;"";1;"";0;0;0
"HAYDN00308";"Haydn";"Chamber - Dance";9.0;"Hob.IX:27";"";"Minuet in C major";"";1800;"";1;"Ox";0;169680;0
"HAYDN00309";"Haydn";"Chamber - Dance";9.0;"Hob.IX:28";"";"8 Gypsy Dances";"";1800;"";4;"";0;526600;0
"HAYDN00310";"Haydn";"Chamber - Dance";9.0;"Hob.IX:29";"";"5 Contra Dances and 1 Quadrille";"";1800;"";3;"";0;86883;0
"HAYDN00311";"Haydn";"Chamber - Dance";9.0;"Hob.IX:30";"";"English Dance in F major";"";1800;"";0;"";0;0;0
"HAYDN00312";"Haydn";"Chamber - Dance";9.0;"Hob.IX:Anh";"";"12 German Dances";"";1800;"";1;"";0;741090;0
"HAYDN00313";"Haydn";"Chamber - String trio";5.0;"Hob.V:1";"";"String Trio in E major";"";1767;"";1;"";0;779466;0
"HAYDN00314";"Haydn";"Chamber - String trio";5.0;"Hob.V:2";"";"String Trio in F major";"";1767;"";1;"";0;767226;0
"HAYDN00315";"Haydn";"Chamber - String trio";5.0;"Hob.V:3";"";"String Trio in B minor";"";1767;"";1;"";0;891039;0
"HAYDN00316";"Haydn";"Chamber - String trio";5.0;"Hob.V:4";"";"String Trio in E-flat major";"";1767;"";1;"";0;1032199;0
"HAYDN00318";"Haydn";"Chamber - String trio";5.0;"Hob.V:6";"";"String Trio in E-flat major";"";1767;"";1;"";0;578800;0
"HAYDN00319";"Haydn";"Chamber - String trio";5.0;"Hob.V:7";"";"String Trio in A major";"";1776;"";1;"";0;494733;0
"HAYDN00320";"Haydn";"Chamber - String trio";5.0;"Hob.V:8";"";"String Trio in B-flat major";"";1765;"";2;"";0;860293;0
"HAYDN00322";"Haydn";"Chamber - String trio";5.0;"Hob.V:10";"";"String Trio in F major";"";1767;"";1;"";0;1218932;0
"HAYDN00323";"Haydn";"Chamber - String trio";5.0;"Hob.V:11";"";"String Trio in E-flat major";"";1765;"";1;"";0;472133;0
"HAYDN00324";"Haydn";"Chamber - String trio";5.0;"Hob.V:12";"";"String Trio in E major";"";1767;"";1;"";0;1333693;0
"HAYDN00325";"Haydn";"Chamber - String trio";5.0;"Hob.V:13";"";"String Trio in B-flat major";"";1767;"";1;"";0;942839;0
"HAYDN00327";"Haydn";"Chamber - String trio";5.0;"Hob.V:15";"";"String Trio in D major";"";1762;"";1;"";0;754119;0
"HAYDN00328";"Haydn";"Chamber - String trio";5.0;"Hob.V:16";"";"String Trio in C major";"";1766;"";1;"";0;964679;0
"HAYDN00329";"Haydn";"Chamber - String trio";5.0;"Hob.V:17";"";"String Trio in E-flat major";"";1766;"";1;"";0;872532;0
"HAYDN00330";"Haydn";"Chamber - String trio";5.0;"Hob.V:18";"";"String Trio in B-flat major";"";1765;"";1;"";0;860852;0
"HAYDN00331";"Haydn";"Chamber - String trio";5.0;"Hob.V:19";"";"String Trio in E major";"";1765;"";1;"";0;893745;0
"HAYDN00332";"Haydn";"Chamber - String trio";5.0;"Hob.V:20";"";"String Trio in G major";"";1766;"";1;"";0;776426;0
"HAYDN00333";"Haydn";"Chamber - String trio";5.0;"Hob.V:21";"";"String Trio in D major";"";1768;"";1;"";0;895399;0
"HAYDN00334";"Haydn";"Chamber - String trio";5.0;"Hob.V:D1";"";"String Trio in D major";"";1765;"";1;"";0;449199;0
"HAYDN00335";"Haydn";"Chamber - String trio";5.0;"Hob.V:D2";"";"String Trio in D major";"";1765;"";0;"";0;0;0
"HAYDN00336";"Haydn";"Chamber - String trio";5.0;"Hob.V:F1";"";"String Trio in F major";"";1765;"";0;"";0;0;0
"HAYDN00337";"Haydn";"Chamber - String trio";5.0;"Hob.V:G1";"";"String Trio in G major";"";1765;"";1;"";0;425198;0
"HAYDN00338";"Haydn";"Chamber - String trio";5.0;"Hob.V:G2";"";"String Trio in G major";"";1765;"";0;"";0;0;0
"HAYDN00339";"Haydn";"Chamber - String trio";5.0;"Hob.V:G3";"";"String Trio in G major";"";1765;"";0;"";0;0;0
"HAYDN00340";"Haydn";"Chamber - String trio";5.0;"Hob.V:A1";"";"String Trio in A major";"";1765;"";0;"";0;0;0
"HAYDN00341";"Haydn";"Chamber - String trio";5.0;"Hob.V:B1";"";"String Trio in B-flat major";"";1765;"";0;"";0;0;0
"HAYDN00342";"Haydn";"Chamber - Various Duo";6.0;"Hob.VI:1";"";"Duo in F major";"";1765;"";7;"";0;789558;0
"HAYDN00343";"Haydn";"Chamber - Various Duo";6.0;"Hob.VI:2";"";"Duo in A major";"";1765;"";5;"";0;754692;0
"HAYDN00344";"Haydn";"Chamber - Various Duo";6.0;"Hob.VI:3";"";"Duo in B-flat major";"";1765;"";5;"";0;728132;0
"HAYDN00345";"Haydn";"Chamber - Various Duo";6.0;"Hob.VI:4";"";"Duo in D major";"";1765;"";5;"";0;667000;0
"HAYDN00346";"Haydn";"Chamber - Various Duo";6.0;"Hob.VI:5";"";"Duo in E-flat major";"";1765;"";6;"";0;775372;0
"HAYDN00347";"Haydn";"Chamber - Various Duo";6.0;"Hob.VI:6";"";"Duo in C major";"";1765;"";9;"";0;849400;0
"HAYDN00348";"Haydn";"Chamber - Various Duo";6.0;"Hob.VI:D1";"";"Duo in D major";"";1782;"";2;"";0;653599;0
"HAYDN00349";"Haydn";"Chamber - Various Duo";6.0;"Hob.VI:D2";"";"No. 4 Sonata for 2 Violins in D major";"";1796;"Op.6";0;"";0;0;0
"HAYDN00350";"Haydn";"Chamber - Various Duo";6.0;"Hob.VI:Es2";"";"No. 5 Sonata for 2 Violins in E-flat major";"";1796;"Op.6";0;"";0;0;0
"HAYDN00351";"Haydn";"Chamber - Various Duo";6.0;"Hob.VI:F1";"";"No. 6 Sonata for 2 Violins in F major";"";1796;"Op.6";0;"";0;0;0
"HAYDN00352";"Haydn";"Chamber - Various Duo";6.0;"Hob.VI:G1";"";"No. 1 Sonata for 2 Violins in G major";"";1796;"Op.6";0;"";0;0;0
"HAYDN00353";"Haydn";"Chamber - Various Duo";6.0;"Hob.VI:A1";"";"No. 2 Sonata for 2 Violins in A major";"";1796;"Op.6";0;"";0;0;0
"HAYDN00354";"Haydn";"Chamber - Various Duo";6.0;"Hob.VI:B1";"";"No. 3 Sonata for 2 Violins in B-flat major";"";1796;"Op.6";0;"";0;0;0
"HAYDN00355";"Haydn";"Chamber - Various Duo";6.0;"Hob.VI:Anh.1";"";"No. 1 Duet for 2 Violins in B-flat major";"";1798;"Op.99";0;"";0;0;0
"HAYDN00356";"Haydn";"Chamber - Various Duo";6.0;"Hob.VI:Anh.2";"";"No. 2 Duet for 2 Violins in E-flat major";"";1798;"Op.99";0;"";0;0;0
"HAYDN00357";"Haydn";"Chamber - Various Duo";6.0;"Hob.VI:Anh.3";"";"No. 3 Duet for 2 Violins in B-flat major";"";1798;"Op.99";1;"";0;602430;0
"HAYDN00358";"Haydn";"Concerto - Various";8.0;"Hob.VIIa:1";"1";"Violin Concerto in C major";"Orchestral";1765;"";88;"";0;1249279;0
"HAYDN00360";"Haydn";"Concerto - Various";8.0;"Hob.VIIa:3";"";"Violin Concerto in A major";"Orchestral";1770;"";30;"";0;1470852;0
"HAYDN00361";"Haydn";"Concerto - Various";8.0;"Hob.VIIa:4";"1";"Violin Concerto in G major";"Orchestral";1769;"";87;"";0;1147825;0
"HAYDN00367";"Haydn";"Concerto - Various";8.0;"Hob.VIIb:1";"1";"Cello Concerto No. 1 in C major";"Orchestral";1761;"";295;"";0;1558732;0
"HAYDN00368";"Haydn";"Concerto - Various";8.0;"Hob.VIIb:2";"1";"Cello Concerto No. 2 in D major";"Orchestral";1783;"";247;"";0;1475399;0
"HAYDN00372";"Haydn";"Concerto - Various";8.0;"Hob.VIIb:g1";"";"Cello Concerto in G minor";"Orchestral";1773;"";0;"";0;0;0
"HAYDN00376";"Haydn";"Concerto - Various";8.0;"Hob.VIId:3";"";"Horn Concerto No. 1 in D major";"Orchestral";1762;"";42;"";0;1014479;0
"HAYDN00377";"Haydn";"Concerto - Various";8.0;"Hob.VIId:4";"";"Horn Concerto No. 2 in D major";"Orchestral";1781;"";17;"";0;953000;0
"HAYDN00378";"Haydn";"Concerto - Various";8.0;"Hob.VIIe:1";"1";"Trumpet Concerto in E-flat major";"Orchestral";1796;"";315;"";0;888386;0
"HAYDN00379";"Haydn";"Concerto - Various";8.0;"Hob.VIIf:1";"";"Flute Concerto in D major";"Orchestral";1780;"";3;"";0;0;0
"HAYDN00382";"Haydn";"Concerto - Various";8.0;"Hob.VIIh:1";"";"Concerto for 2 in C major";"Orchestral";1786;"";19;"for Lyra organizzata";0;894039;0
"HAYDN00383";"Haydn";"Concerto - Various";8.0;"Hob.VIIh:2";"";"Concerto for 2 in G major";"Orchestral";1786;"";22;"for Lyra organizzata";0;854333;0
"HAYDN00384";"Haydn";"Concerto - Various";8.0;"Hob.VIIh:3";"";"Concerto for 2 in G major";"Orchestral";1786;"";13;"for Lyra organizzata";0;914666;0
"HAYDN00385";"Haydn";"Concerto - Various";8.0;"Hob.VIIh:4";"";"Concerto for 2 in F major";"Orchestral";1786;"";11;"for Lyra organizzata";0;934879;0
"HAYDN00386";"Haydn";"Concerto - Various";8.0;"Hob.VIIh:5";"";"Concerto for 2 in F major";"Orchestral";1786;"";14;"for Lyra organizzata";0;756466;0
"HAYDN00387";"Haydn";"March";8.0;"Hob.VIII:1";"";"Derbyshire March";"";1795;"";5;"";0;187493;0
"HAYDN00388";"Haydn";"March";8.0;"Hob.VIII:2";"";"Derbyshire March";"";1795;"";4;"";0;104653;0
"HAYDN00389";"Haydn";"March";8.0;"Hob.VIII:3";"";"Marsch für den Prinzen von Wales";"";1792;"";7;"";0;313213;0
"HAYDN00390";"Haydn";"March";8.0;"Hob.VIII:3bis";"";"Marsch für die Royal Society of Musicians";"";1792;"";2;"";0;350200;0
"HAYDN00391";"Haydn";"March";8.0;"Hob.VIII:4";"";"Ungarischer National-Marsch";"";1802;"";0;"";0;0;0
"HAYDN00392";"Haydn";"March";8.0;"Hob.VIII:5";"";"Il Mondo della Luna";"";1777;"";0;"";0;0;0
"HAYDN00393";"Haydn";"March";8.0;"Hob.VIII:6";"";"Wind Sextet";"";1793;"";0;"";0;0;0
"HAYDN00394";"Haydn";"March";8.0;"Hob.VIII:7";"";"March in E-flat Major";"";1792;"";0;"";0;0;0
"HAYDN00395";"Haydn";"March";8.0;"Hob.VIII:C1";"";"Marsch Brillande de la 66. Brigad des Chasseurs";"";1809;"";0;"";0;0;0
"HAYDN00396";"Haydn";"March";8.0;"Hob.VIII:C2";"";"Napoleons Marsch";"";1809;"";0;"";0;0;0
"HAYDN00397";"Haydn";"March";8.0;"Hob.VIII:D1";"";"Marsch für das k. k. Infanterie-Regiment Coloredo";"";1809;"";0;"";0;0;0
"HAYDN00398";"Haydn";"March";8.0;"Hob.VIII:Es1";"";"Napoleons Siegesmarsch";"";1809;"";0;"";0;0;0
"HAYDN00399";"Haydn";"Chamber - Baryton Divertimenti";10.0;"Hob.X:1";"";"Divertimento in D major";"";1775;"";3;"";0;931839;0
"HAYDN00400";"Haydn";"Chamber - Baryton Divertimenti";10.0;"Hob.X:2";"";"Divertimento in D major";"";1775;"";4;"";0;1074452;0
"HAYDN00401";"Haydn";"Chamber - Baryton Divertimenti";10.0;"Hob.X:3";"";"Divertimento in A minor";"";1775;"";1;"";0;934077;0
"HAYDN00402";"Haydn";"Chamber - Baryton Divertimenti";10.0;"Hob.X:4";"";"Divertimento in G major";"";1775;"";3;"";0;1077332;0
"HAYDN00403";"Haydn";"Chamber - Baryton Divertimenti";10.0;"Hob.X:5";"";"Divertimento in G major";"";1775;"";4;"";0;867840;0
"HAYDN00404";"Haydn";"Chamber - Baryton Divertimenti";10.0;"Hob.X:6";"";"Divertimento in A major";"";1775;"";3;"";0;801186;0
"HAYDN00405";"Haydn";"Chamber - Baryton Divertimenti";10.0;"Hob.X:7";"";"Divertimento in D major";"";1767;"";0;"";0;0;0
"HAYDN00406";"Haydn";"Chamber - Baryton Divertimenti";10.0;"Hob.X:8";"";"Divertimento in G major";"";1767;"";0;"";0;0;0
"HAYDN00407";"Haydn";"Chamber - Baryton Divertimenti";10.0;"Hob.X:9";"";"Divertimento in D major";"";1770;"";0;"";0;0;0
"HAYDN00408";"Haydn";"Chamber - Baryton Divertimenti";10.0;"Hob.X:10";"";"Divertimento in D major";"";1767;"";4;"";0;725400;0
"HAYDN00409";"Haydn";"Chamber - Baryton Divertimenti";10.0;"Hob.X:11";"";"Divertimento in D major";"";1770;"";1;"";0;466639;0
"HAYDN00410";"Haydn";"Chamber - Baryton Divertimenti";10.0;"Hob.X:12";"";"Divertimento in G major";"";1770;"";3;"";0;804173;0
"HAYDN00411";"Haydn";"Chamber - Baryton Trios  ";11.0;"Hob.XI:1";"";"Trio in A major";"";1775;"";2;"";0;368628;0
"HAYDN00412";"Haydn";"Chamber - Baryton Trios  ";11.0;"Hob.XI:2";"";"Trio in A major";"";1775;"";3;"";0;765220;0
"HAYDN00414";"Haydn";"Chamber - Baryton Trios  ";11.0;"Hob.XI:3";"";"Trio in A major";"";1775;"";4;"";0;396760;0
"HAYDN00415";"Haydn";"Chamber - Baryton Trios  ";11.0;"Hob.XI:4";"";"Trio in A major";"";1775;"";6;"";0;456760;0
"HAYDN00416";"Haydn";"Chamber - Baryton Trios  ";11.0;"Hob.XI:5";"";"Trio in A major";"";1775;"";8;"";0;405466;0
"HAYDN00417";"Haydn";"Chamber - Baryton Trios  ";11.0;"Hob.XI:6";"";"Trio in A major";"";1775;"";3;"";0;679240;0
"HAYDN00418";"Haydn";"Chamber - Baryton Trios  ";11.0;"Hob.XI:7";"";"Trio in A major";"";1775;"";3;"";0;517960;0
"HAYDN00419";"Haydn";"Chamber - Baryton Trios  ";11.0;"Hob.XI:8";"";"Trio in A major";"";1775;"";1;"";0;713652;0
"HAYDN00420";"Haydn";"Chamber - Baryton Trios  ";11.0;"Hob.XI:9";"";"Trio in A major";"";1775;"";2;"";0;689092;0
"HAYDN00421";"Haydn";"Chamber - Baryton Trios  ";11.0;"Hob.XI:10";"";"Trio in A major";"";1775;"";1;"";0;641398;0
"HAYDN00422";"Haydn";"Chamber - Baryton Trios  ";11.0;"Hob.XI:11";"";"Trio in D major";"";1775;"";2;"";0;642625;0
"HAYDN00423";"Haydn";"Chamber - Baryton Trios  ";11.0;"Hob.XI:12";"";"Trio in A major";"";1775;"";1;"";0;696746;0
"HAYDN00425";"Haydn";"Chamber - Baryton Trios  ";11.0;"Hob.XI:14";"";"Trio in D major";"";1775;"";5;"";0;684239;0
"HAYDN00426";"Haydn";"Chamber - Baryton Trios  ";11.0;"Hob.XI:15";"";"Trio in A major";"";1775;"";1;"";0;772772;0
"HAYDN00427";"Haydn";"Chamber - Baryton Trios  ";11.0;"Hob.XI:16";"";"Trio in A major";"";1775;"";0;"";0;0;0
"HAYDN00428";"Haydn";"Chamber - Baryton Trios  ";11.0;"Hob.XI:17";"";"Trio in D major";"";1775;"";1;"";0;1043106;0
"HAYDN00430";"Haydn";"Chamber - Baryton Trios  ";11.0;"Hob.XI:19";"";"Trio in A major";"";1775;"";1;"";0;498679;0
"HAYDN00431";"Haydn";"Chamber - Baryton Trios  ";11.0;"Hob.XI:20";"";"Trio in D major";"";1775;"";1;"";0;539493;0
"HAYDN00432";"Haydn";"Chamber - Baryton Trios  ";11.0;"Hob.XI:21";"";"Trio in A major";"";1775;"";1;"";0;454345;0
"HAYDN00433";"Haydn";"Chamber - Baryton Trios  ";11.0;"Hob.XI:22";"";"Trio in A major";"";1775;"";1;"";0;0;0
"HAYDN00435";"Haydn";"Chamber - Baryton Trios  ";11.0;"Hob.XI:24";"";"Trio in D major";"";1775;"";1;"";0;467772;0
"HAYDN00436";"Haydn";"Chamber - Baryton Trios  ";11.0;"Hob.XI:25";"";"Trio in A major";"";1775;"";1;"";0;610932;0
"HAYDN00437";"Haydn";"Chamber - Baryton Trios  ";11.0;"Hob.XI:26";"";"Trio in G major";"";1775;"";2;"";0;578053;0
"HAYDN00438";"Haydn";"Chamber - Baryton Trios  ";11.0;"Hob.XI:27";"";"Trio in D major";"";1775;"";1;"";0;628506;0
"HAYDN00439";"Haydn";"Chamber - Baryton Trios  ";11.0;"Hob.XI:28";"";"Trio in D major";"";1775;"";1;"";0;674931;0
"HAYDN00440";"Haydn";"Chamber - Baryton Trios  ";11.0;"Hob.XI:29";"";"Trio in A major";"";1775;"";1;"";0;713359;0
"HAYDN00441";"Haydn";"Chamber - Baryton Trios  ";11.0;"Hob.XI:30";"";"Trio in G major";"";1775;"";1;"";0;597026;0
"HAYDN00442";"Haydn";"Chamber - Baryton Trios  ";11.0;"Hob.XI:31";"";"Trio in D major";"";1775;"";1;"";0;636319;0
"HAYDN00443";"Haydn";"Chamber - Baryton Trios  ";11.0;"Hob.XI:32";"";"Trio in G major";"";1775;"";3;"";0;589479;0
"HAYDN00444";"Haydn";"Chamber - Baryton Trios  ";11.0;"Hob.XI:33";"";"Trio in A major";"";1775;"";1;"";0;710906;0
"HAYDN00445";"Haydn";"Chamber - Baryton Trios  ";11.0;"Hob.XI:34";"";"Trio in D major";"";1775;"";2;"";0;512959;0
"HAYDN00446";"Haydn";"Chamber - Baryton Trios  ";11.0;"Hob.XI:35";"";"Trio in A major";"";1775;"";5;"";0;540622;0
"HAYDN00447";"Haydn";"Chamber - Baryton Trios  ";11.0;"Hob.XI:36";"";"Trio in D major";"";1775;"";2;"";0;413212;0
"HAYDN00448";"Haydn";"Chamber - Baryton Trios  ";11.0;"Hob.XI:37";"";"Trio in G major";"";1775;"";1;"";0;613786;0
"HAYDN00449";"Haydn";"Chamber - Baryton Trios  ";11.0;"Hob.XI:38";"";"Trio in A major";"";1775;"";2;"";0;481292;0
"HAYDN00450";"Haydn";"Chamber - Baryton Trios  ";11.0;"Hob.XI:39";"";"Trio in D major";"";1775;"";1;"";0;693221;0
"HAYDN00451";"Haydn";"Chamber - Baryton Trios  ";11.0;"Hob.XI:40";"";"Trio in D major";"";1767;"";1;"";0;604306;0
"HAYDN00452";"Haydn";"Chamber - Baryton Trios  ";11.0;"Hob.XI:41";"";"Trio in D major";"";1767;"";1;"";0;561786;0
"HAYDN00453";"Haydn";"Chamber - Baryton Trios  ";11.0;"Hob.XI:42";"";"Trio in D major";"";1767;"";2;"";0;725546;0
"HAYDN00454";"Haydn";"Chamber - Baryton Trios  ";11.0;"Hob.XI:43";"";"Trio in D major";"";1775;"";1;"";0;530106;0
"HAYDN00455";"Haydn";"Chamber - Baryton Trios  ";11.0;"Hob.XI:44";"";"Trio in D major";"";1775;"";2;"";0;646552;0
"HAYDN00456";"Haydn";"Chamber - Baryton Trios  ";11.0;"Hob.XI:45";"";"Trio in D major";"";1775;"";4;"";0;706544;0
"HAYDN00457";"Haydn";"Chamber - Baryton Trios  ";11.0;"Hob.XI:46";"";"Trio in A major";"";1775;"";1;"";0;606395;0
"HAYDN00458";"Haydn";"Chamber - Baryton Trios  ";11.0;"Hob.XI:47";"";"Trio in G major";"";1775;"";1;"";0;721371;0
"HAYDN00459";"Haydn";"Chamber - Baryton Trios  ";11.0;"Hob.XI:48";"";"Trio in D major";"";1775;"";1;"";0;553639;0
"HAYDN00460";"Haydn";"Chamber - Baryton Trios  ";11.0;"Hob.XI:49";"";"Trio in G major";"";1775;"";1;"";0;596319;0
"HAYDN00461";"Haydn";"Chamber - Baryton Trios  ";11.0;"Hob.XI:50";"";"Trio in D major";"";1775;"";2;"";0;835853;0
"HAYDN00462";"Haydn";"Chamber - Baryton Trios  ";11.0;"Hob.XI:51";"";"Trio in A major";"";1775;"";1;"";0;586092;0
"HAYDN00463";"Haydn";"Chamber - Baryton Trios  ";11.0;"Hob.XI:52";"";"Trio in D major";"";1775;"";3;"";0;538599;0
"HAYDN00464";"Haydn";"Chamber - Baryton Trios  ";11.0;"Hob.XI:53";"";"Trio in G major";"";1767;"";2;"";0;415533;0
"HAYDN00465";"Haydn";"Chamber - Baryton Trios  ";11.0;"Hob.XI:54";"";"Trio in D major";"";1775;"";1;"";0;546519;0
"HAYDN00466";"Haydn";"Chamber - Baryton Trios  ";11.0;"Hob.XI:55";"";"Trio in G major";"";1775;"";2;"";0;526652;0
"HAYDN00467";"Haydn";"Chamber - Baryton Trios  ";11.0;"Hob.XI:56";"";"Trio in D major";"";1775;"";4;"";0;645292;0
"HAYDN00468";"Haydn";"Chamber - Baryton Trios  ";11.0;"Hob.XI:57";"";"Trio in A major";"";1768;"";2;"";0;501758;0
"HAYDN00469";"Haydn";"Chamber - Baryton Trios  ";11.0;"Hob.XI:58";"";"Trio in D major";"";1775;"";2;"";0;506199;0
"HAYDN00470";"Haydn";"Chamber - Baryton Trios  ";11.0;"Hob.XI:59";"";"Trio in G major";"";1775;"";7;"";0;549839;0
"HAYDN00471";"Haydn";"Chamber - Baryton Trios  ";11.0;"Hob.XI:60";"";"Trio in A major";"";1775;"";2;"";0;798348;0
"HAYDN00472";"Haydn";"Chamber - Baryton Trios  ";11.0;"Hob.XI:61";"";"Trio in D major";"";1775;"";2;"";0;605799;0
"HAYDN00473";"Haydn";"Chamber - Baryton Trios  ";11.0;"Hob.XI:62";"";"Trio in G major";"";1775;"";2;"";0;540973;0
"HAYDN00474";"Haydn";"Chamber - Baryton Trios  ";11.0;"Hob.XI:63";"";"Trio in D major";"";1775;"";3;"";0;678652;0
"HAYDN00475";"Haydn";"Chamber - Baryton Trios  ";11.0;"Hob.XI:64";"";"Trio in D major";"";1775;"";1;"";0;507837;0
"HAYDN00476";"Haydn";"Chamber - Baryton Trios  ";11.0;"Hob.XI:65";"";"Trio in G major";"";1775;"";2;"";0;488426;0
"HAYDN00477";"Haydn";"Chamber - Baryton Trios  ";11.0;"Hob.XI:66";"";"Trio in A major";"";1775;"";5;"";0;679133;0
"HAYDN00478";"Haydn";"Chamber - Baryton Trios  ";11.0;"Hob.XI:67";"";"Trio in G major";"";1775;"";1;"";0;534172;0
"HAYDN00479";"Haydn";"Chamber - Baryton Trios  ";11.0;"Hob.XI:68";"";"Trio in A major";"";1775;"";1;"";0;710599;0
"HAYDN00480";"Haydn";"Chamber - Baryton Trios  ";11.0;"Hob.XI:69";"";"Trio in D major";"";1775;"";4;"";0;618679;0
